Satellite,Epoch Time,L1C,C1C
G22,2025-03-11 11:11:06,25377851.445,
G13,2025-03-11 11:11:06,22940100.742,120551227.187
G25,2025-03-11 11:11:06,23336081.25,122631929.751
G15,2025-03-11 11:11:06,25096498.781,131883045.776
G11,2025-03-11 11:11:06,21829424.234,114714598.583
G05,2025-03-11 11:11:07,21001674.57,110364756.654
G19,2025-03-11 11:11:07,21878392.281,114971998.329
G20,2025-03-11 11:11:07,20629628.219,108409736.841
G17,2025-03-11 11:11:07,24318346.594,127793780.613
G12,2025-03-11 11:11:07,21947059.289,115332562.893
G06,2025-03-11 11:11:07,22829100.805,119967904.104
G09,2025-03-11 11:11:07,24666455.867,129623126.321
G22,2025-03-11 11:11:07,25378366.406,133364215.286
G13,2025-03-11 11:11:07,22939409.586,120547599.522
G25,2025-03-11 11:11:07,23335871.406,122630826.046
G15,2025-03-11 11:11:07,25095737.547,131879044.867
G11,2025-03-11 11:11:07,21829391.234,114714425.398
G05,2025-03-11 11:11:08,21001393.07,110363276.403
G19,2025-03-11 11:11:08,21878785.867,114974066.744
G20,2025-03-11 11:11:08,20629754.008,108410398.981
G17,2025-03-11 11:11:08,24318814.008,127796230.861
G12,2025-03-11 11:11:08,21947156.344,115333072.721
G06,2025-03-11 11:11:08,22829223.047,119968544.05
G09,2025-03-11 11:11:08,24666856.211,129625229.663
G22,2025-03-11 11:11:08,25378879.914,
G13,2025-03-11 11:11:08,22938719.695,120543971.921
G25,2025-03-11 11:11:08,23335661.641,122629722.925
G15,2025-03-11 11:11:08,25094975.008,131875043.849
G11,2025-03-11 11:11:08,21829357.992,114714252.259
G05,2025-03-11 11:11:09,21001111.469,110361796.581
G19,2025-03-11 11:11:09,21879179.023,114976135.556
G20,2025-03-11 11:11:09,20629880.539,108411061.379
G17,2025-03-11 11:11:09,24319280.078,127798681.318
G12,2025-03-11 11:11:09,21947253.844,115333583.066
G06,2025-03-11 11:11:09,22829343.953,119969183.965
G09,2025-03-11 11:11:09,24667255.859,129627333.374
G22,2025-03-11 11:11:09,25379392.563,133369613.206
G13,2025-03-11 11:11:09,22938029.32,120540344.306
G25,2025-03-11 11:11:09,23335451.695,122628620.326
G15,2025-03-11 11:11:09,25094214.641,131871042.68
G11,2025-03-11 11:11:09,21829325.203,114714079.106
G05,2025-03-11 11:11:10,21000829.781,110360317.29
G19,2025-03-11 11:11:10,21879572.813,114978204.844
G20,2025-03-11 11:11:10,20630006.844,108411724.126
G17,2025-03-11 11:11:10,24319745.773,127801132.085
G12,2025-03-11 11:11:10,21947350.898,115334093.998
G06,2025-03-11 11:11:10,22829465.445,119969823.92
G09,2025-03-11 11:11:10,24667657.031,129629437.51
G22,2025-03-11 11:11:10,25379905.797,
G13,2025-03-11 11:11:10,22937339.172,120536716.79
G25,2025-03-11 11:11:10,23335242.57,122627518.329
G15,2025-03-11 11:11:10,25093453.875,131867041.433
G11,2025-03-11 11:11:10,21829292.406,114713906.013
G05,2025-03-11 11:11:11,21000548.453,110358838.468
G19,2025-03-11 11:11:11,21879966.617,114980274.543
G20,2025-03-11 11:11:11,20630132.672,108412387.15
G17,2025-03-11 11:11:11,24320212.117,127803583.086
G12,2025-03-11 11:11:11,21947448.078,115334605.458
G06,2025-03-11 11:11:11,22829586.906,119970463.863
G09,2025-03-11 11:11:11,24668057.188,129631542.044
G22,2025-03-11 11:11:11,25380418.859,
G13,2025-03-11 11:11:11,22936649.102,120533089.289
G25,2025-03-11 11:11:11,23335033.406,122626416.872
G15,2025-03-11 11:11:11,25092692.977,131863040.043
G11,2025-03-11 11:11:11,21829258.852,114713732.927
G05,2025-03-11 11:11:12,21000266.992,110357360.051
G19,2025-03-11 11:11:12,21880360.805,114982344.607
G20,2025-03-11 11:11:12,20630258.813,108413050.406
G17,2025-03-11 11:11:12,24320678.414,127806034.295
G12,2025-03-11 11:11:12,21947545.445,115335117.393
G06,2025-03-11 11:11:12,22829708.742,119971103.747
G09,2025-03-11 11:11:12,24668456.984,129633646.907
G22,2025-03-11 11:11:12,25380933.195,133377708.7721
G13,2025-03-11 11:11:12,22935958.969,120529461.756
G25,2025-03-11 11:11:12,23334823.648,122625315.905
G15,2025-03-11 11:11:12,25091931.281,131859038.457
G11,2025-03-11 11:11:12,21829226.102,114713559.791
G05,2025-03-11 11:11:13,20999985.719,110355882.122
G19,2025-03-11 11:11:13,21880755.227,114984415.101
G20,2025-03-11 11:11:13,20630385.234,108413713.965
G17,2025-03-11 11:11:13,24321145.063,127808485.762
G12,2025-03-11 11:11:13,21947642.805,115335629.88
G06,2025-03-11 11:11:13,22829831.391,119971743.629
G09,2025-03-11 11:11:13,24668857.961,129635752.18
G22,2025-03-11 11:11:13,25381446.18,133380406.8391
G13,2025-03-11 11:11:13,22935268.672,120525834.26
G25,2025-03-11 11:11:13,23334614.109,122624215.49
G15,2025-03-11 11:11:13,25091169.859,131855036.755
G11,2025-03-11 11:11:13,21829193.367,114713386.683
G05,2025-03-11 11:11:14,20999704.539,110354404.641
G19,2025-03-11 11:11:14,21881149.242,114986485.996
G20,2025-03-11 11:11:14,20630511.547,108414377.778
G17,2025-03-11 11:11:14,24321612.188,127810937.44
G12,2025-03-11 11:11:14,21947740.461,115336142.873
G06,2025-03-11 11:11:14,22829953.148,119972383.484
G09,2025-03-11 11:11:14,24669258.602,129637857.804
G22,2025-03-11 11:11:14,25381958.813,133383104.727
G13,2025-03-11 11:11:14,22934577.852,120522206.747
G25,2025-03-11 11:11:14,23334404.109,122623115.6
G15,2025-03-11 11:11:14,25090407.891,131851034.877
G11,2025-03-11 11:11:14,21829160.672,114713213.554
G05,2025-03-11 11:11:15,20999423.633,110352927.639
G19,2025-03-11 11:11:15,21881543.57,114988557.328
G20,2025-03-11 11:11:15,20630637.969,108415041.897
G17,2025-03-11 11:11:15,24322078.367,127813389.383
G12,2025-03-11 11:11:15,21947838.539,115336656.428
G06,2025-03-11 11:11:15,22830075.039,119973023.351
G09,2025-03-11 11:11:15,24669660.203,129639963.855
G22,2025-03-11 11:11:15,25382472.609,133385802.398
G13,2025-03-11 11:11:15,22933887.68,120518579.284
G25,2025-03-11 11:11:15,23334195.063,122622016.27
G15,2025-03-11 11:11:15,25089645.945,131847032.867
G11,2025-03-11 11:11:15,21829127.586,114713040.455
G05,2025-03-11 11:11:16,20999142.773,110351451.128
G19,2025-03-11 11:11:16,21881937.742,114990629.109
G20,2025-03-11 11:11:16,20630764.125,108415706.334
G17,2025-03-11 11:11:16,24322544.992,127815841.606
G12,2025-03-11 11:11:16,21947936.125,115337170.548
G06,2025-03-11 11:11:16,22830196.578,119973663.237
G09,2025-03-11 11:11:16,24670060.586,129642070.301
G22,2025-03-11 11:11:16,25382986.563,133388499.882
G13,2025-03-11 11:11:16,22933196.508,120514951.858
G25,2025-03-11 11:11:16,23333986.727,122620917.514
G15,2025-03-11 11:11:16,25088884.375,131843030.759
G11,2025-03-11 11:11:16,21829094.711,114712867.39
G05,2025-03-11 11:11:17,20998861.641,110349975.114
G19,2025-03-11 11:11:17,21882332.406,114992701.341
G20,2025-03-11 11:11:17,20630890.508,108416371.086
G17,2025-03-11 11:11:17,24323011.43,127818294.112
G12,2025-03-11 11:11:17,21948033.844,115337685.234
G06,2025-03-11 11:11:17,22830318.414,119974303.152
G09,2025-03-11 11:11:17,24670461.578,129644177.155
G22,2025-03-11 11:11:17,25383499.195,133391197.217
G13,2025-03-11 11:11:17,22932505.477,120511324.487
G25,2025-03-11 11:11:17,23333778.086,122619819.341
G15,2025-03-11 11:11:17,25088122.875,131839028.553
G11,2025-03-11 11:11:17,21829061.695,114712694.374
G05,2025-03-11 11:11:18,20998580.969,110348499.57
G19,2025-03-11 11:11:18,21882726.414,114994773.997
G20,2025-03-11 11:11:18,20631017.531,108417036.132
G17,2025-03-11 11:11:18,24323478.672,127820746.872
G12,2025-03-11 11:11:18,21948131.547,115338200.464
G06,2025-03-11 11:11:18,22830439.539,119974943.066
G09,2025-03-11 11:11:18,24670862.453,129646284.413
G22,2025-03-11 11:11:18,25384012.727,133393894.365
G13,2025-03-11 11:11:18,22931815.953,120507697.134
G25,2025-03-11 11:11:18,23333568.781,122618721.705
G15,2025-03-11 11:11:18,25087361.086,131835026.207
G11,2025-03-11 11:11:18,21829028.961,114712521.367
G05,2025-03-11 11:11:19,20998300.109,110347024.48
G19,2025-03-11 11:11:19,21883120.883,114996847.069
G20,2025-03-11 11:11:19,20631144.063,108417701.464
G17,2025-03-11 11:11:19,24323945.75,127823199.885
G12,2025-03-11 11:11:19,21948230.531,115338716.228
G06,2025-03-11 11:11:19,22830561.359,119975582.96
G09,2025-03-11 11:11:19,24671264.938,129648392.067
G22,2025-03-11 11:11:19,25384525.539,133396591.326
G13,2025-03-11 11:11:19,22931125.914,120504069.81
G25,2025-03-11 11:11:19,23333359.961,122617624.634
G15,2025-03-11 11:11:19,25086599.578,131831023.735
G11,2025-03-11 11:11:19,21828995.938,114712348.372
G05,2025-03-11 11:11:20,20998019.648,110345549.825
G19,2025-03-11 11:11:20,21883515.391,114998920.536
G20,2025-03-11 11:11:20,20631270.648,108418367.049
G17,2025-03-11 11:11:20,24324412.0,127825653.096
G12,2025-03-11 11:11:20,21948328.93,115339232.491
G06,2025-03-11 11:11:20,22830683.031,119976222.829
G09,2025-03-11 11:11:20,24671665.602,129650500.076
G22,2025-03-11 11:11:20,25385038.211,133399288.02
G13,2025-03-11 11:11:20,22930435.453,120500442.485
G25,2025-03-11 11:11:20,23333151.32,122616528.071
G15,2025-03-11 11:11:20,25085837.922,131827021.089
G11,2025-03-11 11:11:20,21828962.875,114712175.363
G05,2025-03-11 11:11:21,20997738.797,110344075.687
G19,2025-03-11 11:11:21,21883909.836,115000994.469
G20,2025-03-11 11:11:21,20631397.43,108419032.968
G17,2025-03-11 11:11:21,24324879.148,127828106.609
G12,2025-03-11 11:11:21,21948427.406,115339749.346
G06,2025-03-11 11:11:21,22830804.617,119976862.732
G09,2025-03-11 11:11:21,24672067.047,129652608.514
G22,2025-03-11 11:11:21,25385552.625,133401984.59
G13,2025-03-11 11:11:21,22929745.836,120496815.228
G25,2025-03-11 11:11:21,23332942.438,122615432.088
G15,2025-03-11 11:11:21,25085075.875,131823018.364
G11,2025-03-11 11:11:21,21828930.164,114712002.406
G05,2025-03-11 11:11:22,20997458.617,110342602.07
G19,2025-03-11 11:11:22,21884305.023,115003068.867
G20,2025-03-11 11:11:22,20631524.141,108419699.217
G17,2025-03-11 11:11:22,24325346.023,127830560.426
G12,2025-03-11 11:11:22,21948526.141,115340266.775
G06,2025-03-11 11:11:22,22830926.516,119977502.682
G09,2025-03-11 11:11:22,24672466.242,129654717.39
G22,2025-03-11 11:11:22,25386065.219,133404680.976
G13,2025-03-11 11:11:22,22929055.531,120493188.074
G25,2025-03-11 11:11:22,23332734.398,122614336.718
G15,2025-03-11 11:11:22,25084314.938,131819015.544
G11,2025-03-11 11:11:22,21828897.18,114711829.504
G05,2025-03-11 11:11:23,20997178.344,110341128.966
G19,2025-03-11 11:11:23,21884699.797,115005143.74
G20,2025-03-11 11:11:23,20631651.391,108420365.814
G17,2025-03-11 11:11:23,24325812.273,127833014.546
G12,2025-03-11 11:11:23,21948624.156,115340784.801
G06,2025-03-11 11:11:23,22831048.242,119978142.677
G09,2025-03-11 11:11:23,24672867.148,129656826.716
G22,2025-03-11 11:11:23,25386578.648,133407377.228
G13,2025-03-11 11:11:23,22928366.422,120489560.983
G25,2025-03-11 11:11:23,23332525.547,122613241.938
G15,2025-03-11 11:11:23,25083552.836,131815012.651
G11,2025-03-11 11:11:23,21828864.172,114711656.673
G05,2025-03-11 11:11:24,20996897.93,110339656.332
G19,2025-03-11 11:11:24,21885094.82,115007219.044
G20,2025-03-11 11:11:24,20631778.164,108421032.7
G17,2025-03-11 11:11:24,24326280.063,127835468.922
G12,2025-03-11 11:11:24,21948722.516,115341303.369
G06,2025-03-11 11:11:24,22831170.328,119978782.672
G09,2025-03-11 11:11:24,24673269.25,129658936.416
G22,2025-03-11 11:11:24,25387092.164,133410073.305
G13,2025-03-11 11:11:24,22927675.68,120485933.936
G25,2025-03-11 11:11:24,23332317.453,122612147.706
G15,2025-03-11 11:11:24,25082790.922,131811009.626
G11,2025-03-11 11:11:24,21828831.547,114711483.856
G05,2025-03-11 11:11:25,20996617.727,110338184.158
G19,2025-03-11 11:11:25,21885489.422,115009294.752
G20,2025-03-11 11:11:25,20631904.945,108421699.882
G17,2025-03-11 11:11:25,24326746.734,127837923.545
G12,2025-03-11 11:11:25,21948821.352,115341822.477
G06,2025-03-11 11:11:25,22831292.234,119979422.655
G09,2025-03-11 11:11:25,24673670.516,129661046.505
G22,2025-03-11 11:11:25,25387604.758,133412769.156
G13,2025-03-11 11:11:25,22926985.195,120482306.895
G25,2025-03-11 11:11:25,23332109.508,122611054.03
G15,2025-03-11 11:11:25,25082028.586,131807006.452
G11,2025-03-11 11:11:25,21828798.438,114711311.048
G05,2025-03-11 11:11:26,20996337.633,110336712.446
G19,2025-03-11 11:11:26,21885884.102,115011370.89
G20,2025-03-11 11:11:26,20632031.766,108422367.335
G17,2025-03-11 11:11:26,24327214.18,127840378.4
G12,2025-03-11 11:11:26,21948920.602,115342342.105
G06,2025-03-11 11:11:26,22831413.727,119980062.631
G09,2025-03-11 11:11:26,24674072.75,129663156.982
G22,2025-03-11 11:11:26,25388116.656,133415464.807
G13,2025-03-11 11:11:26,22926295.328,120478679.885
G25,2025-03-11 11:11:26,23331902.383,122609960.89
G15,2025-03-11 11:11:26,25081266.492,131803003.132
G11,2025-03-11 11:11:26,21828765.336,114711138.239
G05,2025-03-11 11:11:27,20996057.703,110335241.248
G19,2025-03-11 11:11:27,21886279.547,115013447.496
G20,2025-03-11 11:11:27,20632159.156,108423035.135
G17,2025-03-11 11:11:27,24327681.164,127842833.564
G12,2025-03-11 11:11:27,21949019.633,115342862.328
G06,2025-03-11 11:11:27,22831535.391,119980702.658
G09,2025-03-11 11:11:27,24674474.367,129665267.912
G22,2025-03-11 11:11:27,25388630.398,
G13,2025-03-11 11:11:27,22925605.258,120475052.94
G25,2025-03-11 11:11:27,23331694.695,122608868.348
G15,2025-03-11 11:11:27,25080505.266,131798999.739
G11,2025-03-11 11:11:27,21828732.828,114710965.498
G05,2025-03-11 11:11:28,20995778.078,110333770.532
G19,2025-03-11 11:11:28,21886674.656,115015524.536
G20,2025-03-11 11:11:28,20632286.25,108423703.232
G17,2025-03-11 11:11:28,24328148.477,127845288.995
G12,2025-03-11 11:11:28,21949118.773,115343383.099
G06,2025-03-11 11:11:28,22831657.367,119981342.679
G09,2025-03-11 11:11:28,24674876.688,129667379.23
G22,2025-03-11 11:11:28,25389143.867,
G13,2025-03-11 11:11:28,22924914.734,120471426.036
G25,2025-03-11 11:11:28,23331485.523,122607776.375
G15,2025-03-11 11:11:28,25079742.891,131794996.229
G11,2025-03-11 11:11:28,21828699.852,114710792.785
G05,2025-03-11 11:11:29,20995498.438,110332300.281
G19,2025-03-11 11:11:29,21887070.359,115017602.001
G20,2025-03-11 11:11:29,20632413.695,108424371.628
G17,2025-03-11 11:11:29,24328615.313,127847744.667
G12,2025-03-11 11:11:29,21949218.336,115343904.417
G06,2025-03-11 11:11:29,22831779.055,119981982.713
G09,2025-03-11 11:11:29,24675278.648,129669490.94
G22,2025-03-11 11:11:29,25389656.391,
G13,2025-03-11 11:11:29,22924223.328,120467799.148
G25,2025-03-11 11:11:29,23331277.586,122606684.946
G15,2025-03-11 11:11:29,25078980.672,131790992.569
G11,2025-03-11 11:11:29,21828667.328,114710620.081
G05,2025-03-11 11:11:30,20995218.547,110330830.527
G19,2025-03-11 11:11:30,21887466.305,115019679.9
G20,2025-03-11 11:11:30,20632540.766,108425040.316
G17,2025-03-11 11:11:30,24329082.938,127850200.621
G12,2025-03-11 11:11:30,21949317.281,115344426.279
G06,2025-03-11 11:11:30,22831900.953,119982622.749
G09,2025-03-11 11:11:30,24675681.023,129671603.058
G22,2025-03-11 11:11:30,25390170.031,
G13,2025-03-11 11:11:30,22923532.898,120464172.294
G25,2025-03-11 11:11:30,23331069.898,122605594.071
G15,2025-03-11 11:11:30,25078218.813,131786988.802
G11,2025-03-11 11:11:30,21828634.32,114710447.403
G05,2025-03-11 11:11:31,20994939.305,110329361.246
G19,2025-03-11 11:11:31,21887861.719,115021758.213
G20,2025-03-11 11:11:31,20632667.852,108425709.292
G17,2025-03-11 11:11:31,24329549.469,127852656.808
G12,2025-03-11 11:11:31,21949416.727,115344948.683
G06,2025-03-11 11:11:31,22832022.578,119983262.779
G09,2025-03-11 11:11:31,24676082.719,129673715.575
G22,2025-03-11 11:11:31,25390681.445,
G13,2025-03-11 11:11:31,22922843.242,120460545.466
G25,2025-03-11 11:11:31,23330862.313,122604503.754
G15,2025-03-11 11:11:31,25077456.273,131782984.894
G11,2025-03-11 11:11:31,21828601.594,114710274.739
G05,2025-03-11 11:11:32,20994659.539,110327892.393
G19,2025-03-11 11:11:32,21888257.219,115023836.917
G20,2025-03-11 11:11:32,20632795.227,108426378.52
G17,2025-03-11 11:11:32,24330017.063,127855113.222
G12,2025-03-11 11:11:32,21949516.328,115345471.58
G06,2025-03-11 11:11:32,22832144.297,119983902.771
G09,2025-03-11 11:11:32,24676484.547,129675828.426
G22,2025-03-11 11:11:32,25391193.867,133431634.93
G13,2025-03-11 11:11:32,22922153.594,120456918.638
G25,2025-03-11 11:11:32,23330655.039,122603413.939
G15,2025-03-11 11:11:32,25076694.492,131778980.798
G11,2025-03-11 11:11:32,21828568.438,114710102.047
G05,2025-03-11 11:11:33,20994379.664,110326423.974
G19,2025-03-11 11:11:33,21888652.898,115025916.024
G20,2025-03-11 11:11:33,20632922.625,108427048.004
G17,2025-03-11 11:11:33,24330484.211,127857569.851
G12,2025-03-11 11:11:33,21949615.469,115345994.996
G06,2025-03-11 11:11:33,22832265.773,119984542.729
G09,2025-03-11 11:11:33,24676887.203,129677941.64
G22,2025-03-11 11:11:33,25391706.695,133434329.19
G13,2025-03-11 11:11:33,22921463.359,120453291.802
G25,2025-03-11 11:11:33,23330448.156,122602324.641
G15,2025-03-11 11:11:33,25075933.648,131774976.567
G11,2025-03-11 11:11:33,21828535.461,114709929.343
G05,2025-03-11 11:11:34,20994100.75,110324956.048
G19,2025-03-11 11:11:34,21889048.336,115027995.574
G20,2025-03-11 11:11:34,20633050.234,108427717.796
G17,2025-03-11 11:11:34,24330952.844,127860026.75
G12,2025-03-11 11:11:34,21949715.477,115346518.972
G06,2025-03-11 11:11:34,22832388.273,119985182.705
G09,2025-03-11 11:11:34,24677290.109,129680055.28
G22,2025-03-11 11:11:34,25392220.523,
G13,2025-03-11 11:11:34,22920773.313,120449665.014
G25,2025-03-11 11:11:34,23330241.023,122601235.916
G15,2025-03-11 11:11:34,25075171.914,131770972.213
G11,2025-03-11 11:11:34,21828502.813,114709756.676
G05,2025-03-11 11:11:35,20993821.391,110323488.634
G19,2025-03-11 11:11:35,21889444.297,115030075.573
G20,2025-03-11 11:11:35,20633177.734,108428387.907
G17,2025-03-11 11:11:35,24331419.672,127862483.935
G12,2025-03-11 11:11:35,21949815.078,115347043.52
G06,2025-03-11 11:11:35,22832510.156,119985822.71
G09,2025-03-11 11:11:35,24677692.242,129682169.328
G22,2025-03-11 11:11:35,25392731.578,
G13,2025-03-11 11:11:35,22920083.5,120446038.288
G25,2025-03-11 11:11:35,23330033.875,122600147.772
G15,2025-03-11 11:11:35,25074409.531,131766967.791
G11,2025-03-11 11:11:35,21828469.914,114709584.049
G05,2025-03-11 11:11:36,20993542.102,110322021.7
G19,2025-03-11 11:11:36,21889840.578,115032156.025
G20,2025-03-11 11:11:36,20633305.25,108429058.331
G17,2025-03-11 11:11:36,24331888.102,127864941.398
G12,2025-03-11 11:11:36,21949915.305,115347568.632
G06,2025-03-11 11:11:36,22832631.531,119986462.741
G09,2025-03-11 11:11:36,24678094.422,129684283.784
G22,2025-03-11 11:11:36,25393245.227,
G13,2025-03-11 11:11:36,22919393.578,120442411.622
G25,2025-03-11 11:11:36,23329827.164,122599060.203
G15,2025-03-11 11:11:36,25073646.828,131762963.232
G11,2025-03-11 11:11:36,21828436.781,114709411.465
G05,2025-03-11 11:11:37,20993262.977,110320555.234
G19,2025-03-11 11:11:37,21890236.172,115034236.876
G20,2025-03-11 11:11:37,20633432.75,108429729.035
G17,2025-03-11 11:11:37,24332355.586,127867399.101
G12,2025-03-11 11:11:37,21950015.352,115348094.272
G06,2025-03-11 11:11:37,22832753.531,119987102.748
G09,2025-03-11 11:11:37,24678496.953,129686398.651
G22,2025-03-11 11:11:37,25393757.734,133445104.515
G13,2025-03-11 11:11:37,22918702.68,120438784.963
G25,2025-03-11 11:11:37,23329620.852,122597973.167
G15,2025-03-11 11:11:37,25072885.016,131758958.545
G11,2025-03-11 11:11:37,21828403.703,114709238.88
G05,2025-03-11 11:11:38,20992984.273,110319089.276
G19,2025-03-11 11:11:38,21890632.047,115036318.194
G20,2025-03-11 11:11:38,20633560.43,108430400.071
G17,2025-03-11 11:11:38,24332823.5,127869857.088
G12,2025-03-11 11:11:38,21950115.484,115348620.484
G06,2025-03-11 11:11:38,22832875.328,119987742.804
G09,2025-03-11 11:11:38,24678899.094,129688513.924
G22,2025-03-11 11:11:38,25394269.844,133447797.89
G13,2025-03-11 11:11:38,22918011.977,120435158.371
G25,2025-03-11 11:11:38,23329413.305,122596886.743
G15,2025-03-11 11:11:38,25072123.977,131754953.747
G11,2025-03-11 11:11:38,21828371.156,114709066.358
G05,2025-03-11 11:11:39,20992705.234,110317623.81
G19,2025-03-11 11:11:39,21891028.5,115038399.946
G20,2025-03-11 11:11:39,20633688.266,108431071.407
G17,2025-03-11 11:11:39,24333291.57,127872315.338
G12,2025-03-11 11:11:39,21950216.141,115349147.248
G06,2025-03-11 11:11:39,22832997.594,119988382.857
G09,2025-03-11 11:11:39,24679301.859,129690629.601
G22,2025-03-11 11:11:39,25394781.875,133450491.072
G13,2025-03-11 11:11:39,22917321.797,120431531.819
G25,2025-03-11 11:11:39,23329207.094,122595800.862
G15,2025-03-11 11:11:39,25071361.289,131750948.853
G11,2025-03-11 11:11:39,21828338.219,114708893.861
G05,2025-03-11 11:11:40,20992426.383,110316158.792
G19,2025-03-11 11:11:40,21891424.445,115040482.101
G20,2025-03-11 11:11:40,20633815.813,108431743.04
G17,2025-03-11 11:11:40,24333759.727,127874773.814
G12,2025-03-11 11:11:40,21950316.602,115349674.544
G06,2025-03-11 11:11:40,22833118.773,119989022.902
G09,2025-03-11 11:11:40,24679704.484,129692745.657
G22,2025-03-11 11:11:40,25395294.586,133453184.048
G13,2025-03-11 11:11:40,22916632.594,120427905.291
G25,2025-03-11 11:11:40,23329000.172,122594715.523
G15,2025-03-11 11:11:40,25070599.078,131746943.796
G11,2025-03-11 11:11:40,21828305.32,114708721.357
G05,2025-03-11 11:11:41,20992147.664,110314694.266
G19,2025-03-11 11:11:41,21891821.07,115042564.7
G20,2025-03-11 11:11:41,20633943.773,108432414.979
G17,2025-03-11 11:11:41,24334226.633,127877232.565
G12,2025-03-11 11:11:41,21950416.938,115350202.385
G06,2025-03-11 11:11:41,22833240.523,119989662.966
G09,2025-03-11 11:11:41,24680107.352,129694862.124
G22,2025-03-11 11:11:41,25395807.445,133455876.847
G13,2025-03-11 11:11:41,22915941.672,120424278.818
G25,2025-03-11 11:11:41,23328793.484,122593630.748
G15,2025-03-11 11:11:41,25069837.563,131742938.617
G11,2025-03-11 11:11:41,21828272.695,114708548.89
G05,2025-03-11 11:11:42,20991869.156,110313230.205
G19,2025-03-11 11:11:42,21892216.938,115044647.715
G20,2025-03-11 11:11:42,20634071.867,108433087.203
G17,2025-03-11 11:11:42,24334693.641,127879691.559
G12,2025-03-11 11:11:42,21950517.625,115350730.77
G06,2025-03-11 11:11:42,22833362.523,119990303.024
G09,2025-03-11 11:11:42,24680508.883,129696978.976
G22,2025-03-11 11:11:42,25396319.813,133458569.466
G13,2025-03-11 11:11:42,22915251.719,120420652.355
G25,2025-03-11 11:11:42,23328587.609,122592546.516
G15,2025-03-11 11:11:42,25069075.844,131738933.328
G11,2025-03-11 11:11:42,21828239.82,114708376.434
G05,2025-03-11 11:11:43,20991590.75,110311766.626
G19,2025-03-11 11:11:43,21892612.953,115046731.149
G20,2025-03-11 11:11:43,20634199.797,108433759.719
G17,2025-03-11 11:11:43,24335161.289,127882150.827
G12,2025-03-11 11:11:43,21950618.266,115351259.687
G06,2025-03-11 11:11:43,22833484.805,119990943.073
G09,2025-03-11 11:11:43,24680912.32,129699096.237
G22,2025-03-11 11:11:43,25396831.984,133461261.864
G13,2025-03-11 11:11:43,22914562.336,120417025.935
G25,2025-03-11 11:11:43,23328381.797,122591462.839
G15,2025-03-11 11:11:43,25068313.547,131734927.906
G11,2025-03-11 11:11:43,21828207.117,114708203.996
G05,2025-03-11 11:11:44,20991312.313,110310303.504
G19,2025-03-11 11:11:44,21893010.023,115048815.004
G20,2025-03-11 11:11:44,20634327.609,108434432.52
G17,2025-03-11 11:11:44,24335630.477,127884610.318
G12,2025-03-11 11:11:44,21950718.891,115351789.141
G06,2025-03-11 11:11:44,22833606.617,119991583.115
G09,2025-03-11 11:11:44,24681315.078,129701213.861
G22,2025-03-11 11:11:44,25397344.727,133463954.1001
G13,2025-03-11 11:11:44,22913873.008,120413399.539
G25,2025-03-11 11:11:44,23328175.563,122590379.709
G15,2025-03-11 11:11:44,25067551.313,131730922.34
G11,2025-03-11 11:11:44,21828174.469,114708031.561
G05,2025-03-11 11:11:45,20991033.914,110308840.832
G19,2025-03-11 11:11:45,21893406.758,115050899.281
G20,2025-03-11 11:11:45,20634455.789,108435105.601
G17,2025-03-11 11:11:45,24336098.055,127887070.07
G12,2025-03-11 11:11:45,21950819.641,115352319.136
G06,2025-03-11 11:11:45,22833728.172,119992223.156
G09,2025-03-11 11:11:45,24681718.578,129703331.867
G22,2025-03-11 11:11:45,25397857.398,133466646.063
G13,2025-03-11 11:11:45,22913183.945,120409773.179
G25,2025-03-11 11:11:45,23327969.93,122589297.129
G15,2025-03-11 11:11:45,25066789.141,131726916.652
G11,2025-03-11 11:11:45,21828141.359,114707859.132
G05,2025-03-11 11:11:46,20990755.719,110307378.646
G19,2025-03-11 11:11:46,21893803.141,115052983.978
G20,2025-03-11 11:11:46,20634583.859,108435778.97
G17,2025-03-11 11:11:46,24336566.945,127889530.063
G12,2025-03-11 11:11:46,21950920.672,115352849.665
G06,2025-03-11 11:11:46,22833849.773,119992863.189
G09,2025-03-11 11:11:46,24682122.055,129705450.262
G22,2025-03-11 11:11:46,25398368.492,133469337.854
G13,2025-03-11 11:11:46,22912494.484,120406146.843
G25,2025-03-11 11:11:46,23327763.422,122588215.088
G15,2025-03-11 11:11:46,25066027.031,131722910.831
G11,2025-03-11 11:11:46,21828108.695,114707686.722
G05,2025-03-11 11:11:47,20990477.844,110305916.9
G19,2025-03-11 11:11:47,21894199.961,115055069.059
G20,2025-03-11 11:11:47,20634712.148,108436452.588
G17,2025-03-11 11:11:47,24337034.648,127891990.277
G12,2025-03-11 11:11:47,21951021.492,115353380.698
G06,2025-03-11 11:11:47,22833971.539,119993503.197
G09,2025-03-11 11:11:47,24682524.07,129707569.017
G22,2025-03-11 11:11:47,25398881.898,133472029.412
G13,2025-03-11 11:11:47,22911803.969,120402520.506
G25,2025-03-11 11:11:47,23327557.742,122587133.555
G15,2025-03-11 11:11:47,25065264.234,131718904.835
G11,2025-03-11 11:11:47,21828075.93,114707514.286
G05,2025-03-11 11:11:48,20990199.586,110304455.593
G19,2025-03-11 11:11:48,21894597.094,115057154.544
G20,2025-03-11 11:11:48,20634840.516,108437126.468
G17,2025-03-11 11:11:48,24337502.672,127894450.725
